Enterobacteria,Mx4rvVjU-5wpEbGdrcN5Y29ycA,Bacterium
War crimes,Mx4rwQrrDJwpEbGdrcN5Y29ycA,CriminalAct
Lobe-finned fish,Mx4rvVjfU5wpEbGdrcN5Y29ycA,Fish
Poisonous plants,Mx4rvVjG4ZwpEbGdrcN5Y29ycA,Plant
Garden plants,Mx4rvVjG4ZwpEbGdrcN5Y29ycA,Plant
Lari,Mx4rvViDxZwpEbGdrcN5Y29ycA,UnitOfMoney,Mx4rvVjjKZwpEbGdrcN5Y29ycA,BiologicalOrder
Ritual dances,Mx4rvVjgzpwpEbGdrcN5Y29ycA,RecreationalActivity
Secondary sexual characteristics,Mx4rcAmbiMb8EdmAAAACs6hRjg,Concept
New towns,Mx4rvVjK7JwpEbGdrcN5Y29ycA,UrbanArea
Aromatic compounds,Mx4rvkgfqJwpEbGdrcN5Y29ycA,Hydrocarbon
Living arrangements,Mx4rv9Xu1ZwpEbGdrcN5Y29ycA,System
Diesel locomotives,Mx4rvZJQDJwpEbGdrcN5Y29ycA,TrainEngine
Electric locomotives,Mx4rvZJQDJwpEbGdrcN5Y29ycA,TrainEngine
Dissociative disorders,Mx4rqs8mVL8bEdmAAAACs6hRjg,AttributeCharacteristicOfAnEntity
Personality disorders,Mx4rwQw4WZwpEbGdrcN5Y29ycA,PhysiologicalCondition
Anxiety disorders,Mx4rwQw4WZwpEbGdrcN5Y29ycA,PhysiologicalCondition
Number theorists,Mx4rvVkB15wpEbGdrcN5Y29ycA,Mathematician
Funicular railways,Mx4rwQr0aZwpEbGdrcN5Y29ycA,RailwayOrganization
Toll bridges,Mx4rvgD1IZwpEbGdrcN5Y29ycA,Bridge
War dances,Mx4rvVjgzpwpEbGdrcN5Y29ycA,RecreationalActivity
Fiber bundles,Mx4rvViAHJwpEbGdrcN5Y29ycA,AnimalBodyPart
Plastic arts,Mx4rvVjHuJwpEbGdrcN5Y29ycA,ArtObject
Giant stars,Mx4rvVi80ZwpEbGdrcN5Y29ycA,Star
Life peers,Mx8Ngh4rvszjQ5wpEbGdrcN5Y29ycA2DHiu9WOR2nCkRsZ2tw3ljb3JwHiu9WNahnCkRsZ2tw3ljb3JwHiu-MdnwnCkRsZ2tw3ljb3Jw,"[:CollectionIntersectionFn, [:TheSet, :MaleHuman, :Aristocrat]]"
Ski jumpers,Mx4rvVi--5wpEbGdrcN5Y29ycA,Athlete
Power laws,Mx4rfXVGXqVLEdqAAAACs6hRXg,LawOfNature
Industrial parks,Mx4rvVjQsJwpEbGdrcN5Y29ycA,Ground
Phonetic alphabets,Mx4rvVkJwpwpEbGdrcN5Y29ycA,WritingSymbolCharacterSet
Double agents,Mx8NhB4rwP1IC5wpEbGdrcN5Y29ycB4rvViAkpwpEbGdrcN5Y29ycB4rvVzG25wpEbGdrcN5Y29ycB4rvVinb5wpEbGdrcN5Y29ycA,"[:SubcollectionOfWithRelationToTypeFn, :Person, :represents, :IntelligentAgent]"
Recording studios,Mx4rvViJnJwpEbGdrcN5Y29ycA,Workplace
Geriatrics,Mx4rvVixL5wpEbGdrcN5Y29ycA,Medicine-FieldOfStudy
Large numbers,Mx4rvVjuYJwpEbGdrcN5Y29ycA,PhysicalAmountSlot
Furniture makers,Mx4rvVie_pwpEbGdrcN5Y29ycA,CraftWorker
Pentecostals,Mx4rwQB295wpEbGdrcN5Y29ycA,ChristianPerson
